date,phc_id,medicine_id,medicine_name,stock_quantity,daily_demand,received_quantity,expired_quantity,population,rolling_mean,rolling_std,z_score,anomaly_score,is_anomaly,anomaly_type
2026-06-04,PHC001,M006,Azithromycin,1326,39,0,0,12000,14.857142857142858,3.71611676478602,6.496797240505258,6.496797240505258,True,DEMAND_SPIKE
2026-01-08,PHC001,M007,Iron Tablets,818,118,0,1,12000,26.428571428571427,4.503966505838414,20.331285424242413,20.331285424242413,True,DEMAND_SPIKE
2026-01-18,PHC001,M007,Iron Tablets,1065,35,0,1,12000,28.428571428571427,2.299068134204528,2.8583009236054115,2.8583009236054115,True,DEMAND_SPIKE
2026-01-24,PHC001,M007,Iron Tablets,897,18,0,0,12000,29.857142857142858,4.336994790119561,-2.7339536778221456,2.7339536778221456,True,DEMAND_DROP
2026-02-01,PHC001,M007,Iron Tablets,1020,35,357,1,12000,27.857142857142858,2.734262327610658,2.6123525423030447,2.6123525423030447,True,DEMAND_SPIKE
2026-02-19,PHC001,M007,Iron Tablets,818,84,0,0,12000,24.571428571428573,6.023762469230895,9.865689713385924,9.865689713385924,True,DEMAND_SPIKE
2026-03-10,PHC001,M007,Iron Tablets,626,32,0,1,12000,23.285714285714285,1.8898223650462738,4.6111665707122365,4.6111665707122365,True,DEMAND_SPIKE
2026-04-03,PHC001,M007,Iron Tablets,1005,22,0,0,12000,29.142857142857142,2.1157009420499295,-3.3761185245473952,3.3761185245473952,True,DEMAND_DROP
2026-04-11,PHC001,M007,Iron Tablets,766,43,0,0,12000,27.571428571428573,4.720774754816709,3.268228676411498,3.268228676411498,True,DEMAND_SPIKE
2026-04-12,PHC001,M007,Iron Tablets,664,101,0,1,12000,30.428571428571427,6.996597812678776,10.086534978978447,10.086534978978447,True,DEMAND_SPIKE
2026-05-06,PHC001,M007,Iron Tablets,755,36,0,1,12000,28.285714285714285,2.6903708365382992,2.867368917889286,2.867368917889286,True,DEMAND_SPIKE
2026-05-24,PHC001,M007,Iron Tablets,549,23,0,0,12000,26.714285714285715,1.3801311186849097,-2.69125568143479,2.69125568143479,True,DEMAND_DROP
2026-05-29,PHC001,M007,Iron Tablets,427,18,0,1,12000,25.428571428571427,1.9880595947761484,-3.736593937169107,3.736593937169107,True,DEMAND_DROP
2026-06-18,PHC001,M007,Iron Tablets,826,33,0,2,12000,21.285714285714285,3.7733400639348447,3.1044871429027894,3.1044871429027894,True,DEMAND_SPIKE
2026-01-23,PHC001,M008,Antacid,1206,46,0,0,12000,31.0,3.559026084010439,4.21463615211762,4.21463615211762,True,DEMAND_SPIKE
2026-01-31,PHC001,M008,Antacid,894,87,0,0,12000,31.142857142857142,6.4917530100010055,8.604323481052187,8.604323481052187,True,DEMAND_SPIKE
2026-02-11,PHC001,M008,Antacid,1113,46,0,0,12000,31.0,2.581988897471603,5.809475019311144,5.809475019311144,True,DEMAND_SPIKE
2026-03-04,PHC001,M008,Antacid,1396,15,0,2,12000,24.285714285714285,1.9760470401185894,-4.699136253941109,4.699136253941109,True,DEMAND_DROP
2026-03-20,PHC001,M008,Antacid,1560,40,0,1,12000,23.571428571428573,6.373307431706641,2.577715198052543,2.577715198052543,True,DEMAND_SPIKE
2026-03-25,PHC001,M008,Antacid,1345,95,0,2,12000,30.285714285714285,6.317021600783226,10.244430018453953,10.244430018453953,True,DEMAND_SPIKE
2026-04-05,PHC001,M008,Antacid,1377,38,0,1,12000,31.0,2.5819888974716108,2.7110883423451924,2.7110883423451924,True,DEMAND_SPIKE
2026-04-18,PHC001,M008,Antacid,1490,18,0,0,12000,31.285714285714285,3.0937725468153934,-4.294340997818367,4.294340997818367,True,DEMAND_DROP
2026-06-30,PHC001,M008,Antacid,721,110,0,2,12000,33.285714285714285,3.25137333621173,23.594425426293178,23.594425426293178,True,DEMAND_SPIKE
2026-02-18,PHC002,M001,Paracetamol,2159,87,0,4,18000,76.85714285714286,3.891382420536115,2.606491998660918,2.606491998660918,True,DEMAND_SPIKE
2026-02-27,PHC002,M001,Paracetamol,1494,63,0,3,18000,73.42857142857143,3.154739442867137,-3.3056839138174854,3.3056839138174854,True,DEMAND_DROP
2026-03-08,PHC002,M001,Paracetamol,1538,89,0,1,18000,68.85714285714286,6.644009116704928,3.0317323153895543,3.0317323153895543,True,DEMAND_SPIKE
2026-03-28,PHC002,M001,Paracetamol,1293,97,0,2,18000,77.28571428571429,5.964178784328075,3.3054484828805686,3.3054484828805686,True,DEMAND_SPIKE
2026-03-30,PHC002,M001,Paracetamol,1117,104,0,0,18000,77.28571428571429,9.894683517160235,2.6998625744780447,2.6998625744780447,True,DEMAND_SPIKE
2026-04-05,PHC002,M001,Paracetamol,1625,256,0,0,18000,83.57142857142857,14.234431763124507,12.113484703707117,12.113484703707117,True,DEMAND_SPIKE
2026-04-24,PHC002,M001,Paracetamol,1066,215,0,0,18000,94.85714285714286,9.99047165100446,12.025744263112719,12.025744263112719,True,DEMAND_SPIKE
2026-05-07,PHC002,M001,Paracetamol,1118,109,0,1,18000,86.14285714285714,8.050436249640327,2.839242762547689,2.839242762547689,True,DEMAND_SPIKE
2026-05-15,PHC002,M001,Paracetamol,2211,104,1772,0,18000,81.42857142857143,3.6449573777635753,6.192508233190273,6.192508233190273,True,DEMAND_SPIKE
2026-06-17,PHC002,M001,Paracetamol,1817,88,0,1,18000,69.28571428571429,4.231401884099423,4.4227152671575425,4.4227152671575425,True,DEMAND_SPIKE
2026-06-19,PHC002,M001,Paracetamol,1689,54,0,1,18000,73.14285714285714,7.151423434733491,-2.6767897772467064,2.6767897772467064,True,DEMAND_DROP
2026-06-27,PHC002,M001,Paracetamol,1020,103,0,2,18000,79.14285714285714,7.559289460184409,3.1560033496271043,3.1560033496271043,True,DEMAND_SPIKE
2026-01-16,PHC002,M002,ORS,1375,81,0,0,18000,61.57142857142857,6.996597812678736,2.7768598322693863,2.7768598322693863,True,DEMAND_SPIKE
2026-01-28,PHC002,M002,ORS,613,48,0,0,18000,63.0,5.385164807134501,-2.7854300726557795,2.7854300726557795,True,DEMAND_DROP
2026-02-08,PHC002,M002,ORS,609,74,0,0,18000,56.857142857142854,4.298393941484514,3.988200564263918,3.988200564263918,True,DEMAND_SPIKE
2026-02-10,PHC002,M002,ORS,3419,159,3025,0,18000,58.285714285714285,7.95223837910405,12.664897719732698,12.664897719732698,True,DEMAND_SPIKE
2026-02-21,PHC002,M002,ORS,3575,44,0,1,18000,59.857142857142854,5.0142653642240695,-3.1624059967549525,3.1624059967549525,True,DEMAND_DROP
2026-03-25,PHC002,M002,ORS,3682,160,0,2,18000,58.0,7.1414284285428575,14.282856857085685,14.282856857085685,True,DEMAND_SPIKE
2026-04-09,PHC002,M002,ORS,3932,69,0,4,18000,60.0,3.214550253664313,2.7997695757721526,2.7997695757721526,True,DEMAND_SPIKE
2026-04-14,PHC002,M002,ORS,3590,76,0,2,18000,63.142857142857146,4.413183712037156,2.9133486607580874,2.9133486607580874,True,DEMAND_SPIKE
2026-04-16,PHC002,M002,ORS,4842,46,0,5,18000,67.57142857142857,6.425396041156786,-3.3572138484937644,3.3572138484937644,True,DEMAND_DROP
2026-05-06,PHC002,M002,ORS,4534,78,0,4,18000,64.85714285714286,5.014265364223983,2.621093258571717,2.621093258571717,True,DEMAND_SPIKE
2026-05-19,PHC002,M002,ORS,4238,151,0,5,18000,66.28571428571429,8.179533110438566,10.35686078538822,10.35686078538822,True,DEMAND_SPIKE
2026-06-09,PHC002,M002,ORS,4086,72,0,6,18000,51.285714285714285,6.421689437998103,3.225675410541682,3.225675410541682,True,DEMAND_SPIKE
2026-06-28,PHC002,M002,ORS,3638,76,0,2,18000,59.857142857142854,4.740906081772807,3.4050151731376865,3.4050151731376865,True,DEMAND_SPIKE
2026-01-10,PHC002,M003,Amoxicillin,673,24,0,0,18000,33.57142857142857,3.823486317361109,-2.5033249178813777,2.5033249178813777,True,DEMAND_DROP
2026-01-14,PHC002,M003,Amoxicillin,529,47,0,2,18000,31.0,4.472135954999582,3.577708763999661,3.577708763999661,True,DEMAND_SPIKE
2026-01-21,PHC002,M003,Amoxicillin,650,98,0,1,18000,36.57142857142857,7.0912420834233485,8.662596863272837,8.662596863272837,True,DEMAND_SPIKE
2026-02-13,PHC002,M003,Amoxicillin,222,39,0,0,18000,33.714285714285715,1.7994708216848976,2.9373714883385076,2.9373714883385076,True,DEMAND_SPIKE
2026-02-16,PHC002,M003,Amoxicillin,711,23,0,1,18000,35.142857142857146,3.132015933791501,-3.877010015130242,3.877010015130242,True,DEMAND_DROP
2026-03-03,PHC002,M003,Amoxicillin,605,41,0,1,18000,30.0,4.082482904638647,2.6944387170614847,2.6944387170614847,True,DEMAND_SPIKE
2026-03-11,PHC002,M003,Amoxicillin,360,45,0,1,18000,27.857142857142858,2.6095064302515074,6.569386817416232,6.569386817416232,True,DEMAND_SPIKE
2026-03-22,PHC002,M003,Amoxicillin,221,43,0,1,18000,30.0,4.6547466812563245,2.792848008753782,2.792848008753782,True,DEMAND_SPIKE
2026-04-04,PHC002,M003,Amoxicillin,1134,103,0,0,18000,30.142857142857142,4.634241089562629,15.721483075456263,15.721483075456263,True,DEMAND_SPIKE
2026-04-18,PHC002,M003,Amoxicillin,1422,29,0,0,18000,41.142857142857146,3.8047589248453346,-3.191491861301241,3.191491861301241,True,DEMAND_DROP
2026-04-20,PHC002,M003,Amoxicillin,1363,22,0,2,18000,39.42857142857143,5.968169536721233,-2.9202540781283273,2.9202540781283273,True,DEMAND_DROP
2026-05-09,PHC002,M003,Amoxicillin,1080,33,0,2,18000,38.857142857142854,2.115700942049749,-2.7684171901290995,2.7684171901290995,True,DEMAND_DROP
2026-05-14,PHC002,M003,Amoxicillin,890,48,0,1,18000,36.0,4.582575694955806,2.618614682831928,2.618614682831928,True,DEMAND_SPIKE
2026-06-07,PHC002,M003,Amoxicillin,1016,46,0,1,18000,28.857142857142858,3.436498771936867,4.9884659592632845,4.9884659592632845,True,DEMAND_SPIKE
2026-06-18,PHC002,M003,Amoxicillin,1226,21,0,0,18000,32.42857142857143,3.5523298860110657,-3.2172044250666842,3.2172044250666842,True,DEMAND_DROP
2026-01-09,PHC002,M004,Cetirizine,932,40,0,1,18000,30.428571428571427,2.7602622373694166,3.4675794356953307,3.4675794356953307,True,DEMAND_SPIKE
2026-01-23,PHC002,M004,Cetirizine,1017,30,0,0,18000,37.857142857142854,3.023715784073833,-2.598505751938423,2.598505751938423,True,DEMAND_DROP
2026-02-10,PHC002,M004,Cetirizine,890,40,0,0,18000,32.714285714285715,2.1380899352993956,3.4075808343834098,3.4075808343834098,True,DEMAND_SPIKE
2026-02-13,PHC002,M004,Cetirizine,769,49,0,0,18000,34.714285714285715,3.7289089429432303,3.8310708317909636,3.8310708317909636,True,DEMAND_SPIKE
2026-03-16,PHC002,M004,Cetirizine,1403,25,0,1,18000,33.714285714285715,3.0394235042348368,-2.8670850581184486,2.8670850581184486,True,DEMAND_DROP
2026-03-26,PHC002,M004,Cetirizine,1047,54,0,1,18000,32.714285714285715,4.23140188409962,5.0304166015759035,5.0304166015759035,True,DEMAND_SPIKE
2026-04-03,PHC002,M004,Cetirizine,1275,39,0,0,18000,31.428571428571427,2.8784916685156814,2.6303458350229807,2.6303458350229807,True,DEMAND_SPIKE
2026-04-08,PHC002,M004,Cetirizine,1105,42,0,3,18000,32.142857142857146,3.625307868699852,2.7189809015249047,2.7189809015249047,True,DEMAND_SPIKE
2026-04-16,PHC002,M004,Cetirizine,1243,48,0,0,18000,36.285714285714285,3.4982989063393664,3.34856626832485,3.34856626832485,True,DEMAND_SPIKE
2026-05-08,PHC002,M004,Cetirizine,685,51,0,0,18000,38.857142857142854,4.375255094603889,2.775348380905432,2.775348380905432,True,DEMAND_SPIKE
2026-06-13,PHC002,M004,Cetirizine,549,25,0,1,18000,35.142857142857146,3.625307868699892,-2.797791942148786,2.797791942148786,True,DEMAND_DROP
2026-06-22,PHC002,M004,Cetirizine,666,75,0,2,18000,35.0,8.06225774829856,4.961389383568332,4.961389383568332,True,DEMAND_SPIKE
2026-01-26,PHC002,M005,Ibuprofen,432,57,0,0,18000,46.0,4.041451884327386,2.7217941261796605,2.7217941261796605,True,DEMAND_SPIKE
2026-02-03,PHC002,M005,Ibuprofen,1468,62,0,2,18000,49.42857142857143,4.157609203101514,3.0237157840738065,3.0237157840738065,True,DEMAND_SPIKE
2026-02-14,PHC002,M005,Ibuprofen,916,39,0,2,18000,51.285714285714285,3.592319850008085,-3.419994543550078,3.419994543550078,True,DEMAND_DROP
2026-02-21,PHC002,M005,Ibuprofen,1305,63,0,4,18000,42.0,4.690415759823425,4.477215043467823,4.477215043467823,True,DEMAND_SPIKE
2026-03-02,PHC002,M005,Ibuprofen,1767,26,0,1,18000,41.57142857142857,5.442338432975987,-2.861165060423076,2.861165060423076,True,DEMAND_DROP
2026-03-15,PHC002,M005,Ibuprofen,2100,52,847,2,18000,36.714285714285715,6.102302453836177,2.504909319285708,2.504909319285708,True,DEMAND_SPIKE
2026-03-18,PHC002,M005,Ibuprofen,1912,97,0,0,18000,41.57142857142857,7.807200583588255,7.099673030700589,7.099673030700589,True,DEMAND_SPIKE
2026-04-20,PHC002,M005,Ibuprofen,1994,46,0,1,18000,54.857142857142854,3.3876526498729134,-2.6145368999018026,2.6145368999018026,True,DEMAND_DROP
2026-05-08,PHC002,M005,Ibuprofen,1854,39,0,1,18000,53.0,3.958114029012696,-3.537038068479329,3.537038068479329,True,DEMAND_DROP
2026-05-17,PHC002,M005,Ibuprofen,2304,38,0,2,18000,52.42857142857143,5.442338432976032,-2.6511712945204438,2.6511712945204438,True,DEMAND_DROP
2026-05-26,PHC002,M005,Ibuprofen,1862,35,0,0,18000,50.42857142857143,6.0513674172907335,-2.5496008364137603,2.5496008364137603,True,DEMAND_DROP
2026-06-13,PHC002,M005,Ibuprofen,2072,58,0,1,18000,41.285714285714285,4.5355736761106735,3.685153611840009,3.685153611840009,True,DEMAND_SPIKE
2026-01-23,PHC002,M006,Azithromycin,600,15,0,0,18000,24.142857142857142,3.6253078686998585,-2.521953299965125,2.521953299965125,True,DEMAND_DROP
2026-02-12,PHC002,M006,Azithromycin,620,11,0,1,18000,19.142857142857142,2.968084198523323,-2.7434724213377657,2.7434724213377657,True,DEMAND_DROP
2026-03-15,PHC002,M006,Azithromycin,794,29,372,1,18000,16.571428571428573,1.718249385968466,7.233275640931625,7.233275640931625,True,DEMAND_SPIKE
2026-04-05,PHC002,M006,Azithromycin,646,29,0,0,18000,21.571428571428573,2.6992062325272808,2.7521318449298398,2.7521318449298398,True,DEMAND_SPIKE
2026-04-14,PHC002,M006,Azithromycin,417,33,0,0,18000,25.0,1.6329931618553448,4.898979485566678,4.898979485566678,True,DEMAND_SPIKE
2026-05-07,PHC002,M006,Azithromycin,618,12,0,0,18000,22.0,1.4142135623730585,-7.071067811865658,7.071067811865658,True,DEMAND_DROP
2026-05-22,PHC002,M006,Azithromycin,474,10,0,0,18000,17.857142857142858,3.0237157840738345,-2.598505751938423,2.598505751938423,True,DEMAND_DROP
2026-06-13,PHC002,M006,Azithromycin,315,30,0,0,18000,16.0,4.0000000000000195,3.499999999999983,3.499999999999983,True,DEMAND_SPIKE
2026-01-09,PHC002,M007,Iron Tablets,1255,42,0,0,18000,35.142857142857146,2.1157009420498154,3.241073783565673,3.241073783565673,True,DEMAND_SPIKE
2026-01-23,PHC002,M007,Iron Tablets,1137,46,0,1,18000,33.42857142857143,4.503966505838417,2.7911905106604227,2.7911905106604227,True,DEMAND_SPIKE
2026-01-30,PHC002,M007,Iron Tablets,834,52,0,0,18000,41.857142857142854,2.8535691936340313,3.554445837684482,3.554445837684482,True,DEMAND_SPIKE
2026-02-06,PHC002,M007,Iron Tablets,1269,27,0,1,18000,43.285714285714285,5.186980037050646,-3.139729509152778,3.139729509152778,True,DEMAND_DROP
2026-02-21,PHC002,M007,Iron Tablets,1204,70,0,1,18000,36.285714285714285,7.889112449325051,4.273520745311486,4.273520745311486,True,DEMAND_SPIKE
2026-02-23,PHC002,M007,Iron Tablets,1051,106,0,0,18000,44.42857142857143,13.189100839419675,4.6683567986229555,4.6683567986229555,True,DEMAND_SPIKE
2026-03-10,PHC002,M007,Iron Tablets,1459,24,0,3,18000,33.42857142857143,3.3094381626465807,-2.8489945921912425,2.8489945921912425,True,DEMAND_DROP
2026-03-16,PHC002,M007,Iron Tablets,1748,18,0,2,18000,31.857142857142858,5.209880722517344,-2.6597812109693124,2.6597812109693124,True,DEMAND_DROP
2026-03-18,PHC002,M007,Iron Tablets,1643,65,0,0,18000,31.428571428571427,7.367883976130121,4.556454564185673,4.556454564185673,True,DEMAND_SPIKE
2026-04-29,PHC002,M007,Iron Tablets,906,59,0,1,18000,39.142857142857146,6.517376042257416,3.0468002350014713,3.0468002350014713,True,DEMAND_SPIKE
2026-05-07,PHC002,M007,Iron Tablets,1101,30,0,1,18000,40.57142857142857,3.9096949095440623,-2.7039011523948755,2.7039011523948755,True,DEMAND_DROP
